Category ID,Category name,UNIX time,Date (America/Toronto HAE),Text
7,"45",1682684425,"28 avr. 2023 (ven.) 08:20:25","KSS pré-pretest"
7,"45",1682684464,"28 avr. 2023 (ven.) 08:21:04","OSPAN pretest"
7,"45",1682685598,"28 avr. 2023 (ven.) 08:39:58","KSS Mid-pretest"
7,"45",1682685628,"28 avr. 2023 (ven.) 08:40:28","ANT Pretest"
7,"45",1682686240,"28 avr. 2023 (ven.) 08:50:40","KSS Post-prétest"
7,"45",1682686266,"28 avr. 2023 (ven.) 08:51:06","AX-CPT"
7,"45",1682687576,"28 avr. 2023 (ven.) 09:12:56","KSS2"
7,"45",1682688056,"28 avr. 2023 (ven.) 09:20:56","KSS3"
7,"45",1682688125,"28 avr. 2023 (ven.) 09:22:05","Intervention nature"
7,"45",1682689026,"28 avr. 2023 (ven.) 09:37:06","KSS5"
7,"45",1682689050,"28 avr. 2023 (ven.) 09:37:30","ANT Posttest"
7,"45",1682689579,"28 avr. 2023 (ven.) 09:46:19","OSPAN Posttest"
7,"45",1682690399,"28 avr. 2023 (ven.) 09:59:59","KSS post-posttest"
7,"45",1682690408,"28 avr. 2023 (ven.) 10:00:08",""
