Category ID,Category name,UNIX time,Date (America/Toronto HAE),Text
20,"ant-36",1679661969,"24 mars 2023 (ven.) 08:46:09","kss_prepretest"
20,"ant-36",1679662017,"24 mars 2023 (ven.) 08:46:57","ospan_prettest"
20,"ant-36",1679663248,"24 mars 2023 (ven.) 09:07:28","kss_midpretest"
20,"ant-36",1679663281,"24 mars 2023 (ven.) 09:08:01","ant_pretest"
20,"ant-36",1679663798,"24 mars 2023 (ven.) 09:16:38","kss_postprettest"
20,"ant-36",1679663825,"24 mars 2023 (ven.) 09:17:05","ax-cpt"
20,"ant-36",1679664613,"24 mars 2023 (ven.) 09:30:13","kss1"
20,"ant-36",1679665097,"24 mars 2023 (ven.) 09:38:17","kss2"
20,"ant-36",1679665580,"24 mars 2023 (ven.) 09:46:20","kss3"
20,"ant-36",1679665677,"24 mars 2023 (ven.) 09:47:57","intervention_urbaine"
20,"ant-36",1679666176,"24 mars 2023 (ven.) 09:56:16","kss4"
20,"ant-36",1679666618,"24 mars 2023 (ven.) 10:03:38","kss5"
20,"ant-36",1679666641,"24 mars 2023 (ven.) 10:04:01","ospan_posttest"
20,"ant-36",1679667624,"24 mars 2023 (ven.) 10:20:24","kss_mid_posttest"
20,"ant-36",1679667655,"24 mars 2023 (ven.) 10:20:55","ant_posttest"
20,"ant-36",1679668179,"24 mars 2023 (ven.) 10:29:39","kss_postpostest"
